,timeCode,blendShapes.EyeBlinkLeft,blendShapes.EyeLookDownLeft,blendShapes.EyeLookInLeft,blendShapes.EyeLookOutLeft,blendShapes.EyeLookUpLeft,blendShapes.EyeSquintLeft,blendShapes.EyeWideLeft,blendShapes.EyeBlinkRight,blendShapes.EyeLookDownRight,blendShapes.EyeLookInRight,blendShapes.EyeLookOutRight,blendShapes.EyeLookUpRight,blendShapes.EyeSquintRight,blendShapes.EyeWideRight,blendShapes.JawForward,blendShapes.JawLeft,blendShapes.JawRight,blendShapes.JawOpen,blendShapes.MouthClose,blendShapes.MouthFunnel,blendShapes.MouthPucker,blendShapes.MouthLeft,blendShapes.MouthRight,blendShapes.MouthSmileLeft,blendShapes.MouthSmileRight,blendShapes.MouthFrownLeft,blendShapes.MouthFrownRight,blendShapes.MouthDimpleLeft,blendShapes.MouthDimpleRight,blendShapes.MouthStretchLeft,blendShapes.MouthStretchRight,blendShapes.MouthRollLower,blendShapes.MouthRollUpper,blendShapes.MouthShrugLower,blendShapes.MouthShrugUpper,blendShapes.MouthPressLeft,blendShapes.MouthPressRight,blendShapes.MouthLowerDownLeft,blendShapes.MouthLowerDownRight,blendShapes.MouthUpperUpLeft,blendShapes.MouthUpperUpRight,blendShapes.BrowDownLeft,blendShapes.BrowDownRight,blendShapes.BrowInnerUp,blendShapes.BrowOuterUpLeft,blendShapes.BrowOuterUpRight,blendShapes.CheekPuff,blendShapes.CheekSquintLeft,blendShapes.CheekSquintRight,blendShapes.NoseSneerLeft,blendShapes.NoseSneerRight,blendShapes.TongueOut,blendShapes.HeadRoll,blendShapes.HeadPitch,blendShapes.HeadYaw
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019279454136267304,0.04404616728425026,0.0032050800509750843,0.0011570770293474197,0.0,0.09904182702302933,0.0,0.030040308833122253,0.0,0.0,0.0,0.0,0.0075568147003650665,0.011434615589678288,0.010857738554477692,0.004775371868163347,0.00030259593040682375,0.0,0.025684000924229622,0.027115611359477043,0.06974063813686371,0.0,0.047374874353408813,0.048693668097257614,0.014272065833210945,0.0062944027595222,0.0,0.0,0.0,0.0,0.0,0.023073717951774597,0.02404838614165783,0.016201017424464226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.01304851658642292,0.0,0.0,0.0,0.0,0.0,0.0,0.013124826364219189,0.03385138884186745,0.006066370755434036,0.0,0.0,0.12896490097045898,0.0,0.0,0.0027267849072813988,0.0,0.030544746667146683,0.027105921879410744,0.004677328746765852,0.011743579059839249,0.029989343136548996,0.021644918248057365,0.005565585568547249,0.004611096810549498,0.05985897779464722,0.06721780449151993,0.11288025230169296,0.0,0.0387575663626194,0.03907088562846184,0.01545292790979147,0.00722900778055191,0.0037978754844516516,0.0,0.0,0.0,0.043521955609321594,0.1286170929670334,0.129569873213768,0.00027726643020287156,0.011100414209067822,0.0036713494919240475,0.0,0.0,0.0,0.0,0.0,0.0
2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.022812336683273315,0.0,0.0,0.0,0.0,0.0,0.0,0.023094603791832924,0.03250754997134209,0.002507707104086876,0.0012298907386139035,0.0,0.11141396313905716,0.0,0.0003285559359937906,0.0059462133795022964,0.0036878592800348997,0.03390812128782272,0.032156750559806824,0.0,0.004936759825795889,0.02240731753408909,0.017203858122229576,0.004945110063999891,0.004409024026244879,0.04576636105775833,0.08113446086645126,0.09583345800638199,0.0,0.03531009331345558,0.03513570502400398,0.01641479879617691,0.009746049530804157,0.00343145988881588,0.0,0.0,0.0,0.07148374617099762,0.20229431986808777,0.2040812224149704,0.004748470615595579,0.028665481135249138,0.022321006283164024,0.0,0.0,0.0,0.0,0.0,0.0
3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02958313189446926,0.0,0.0,0.0,0.0,0.0,0.0,0.030141038820147514,0.03495322912931442,0.0,0.0024163543712347746,0.0,0.12435000389814377,0.0,0.0,0.007795237936079502,0.007193954195827246,0.04292653128504753,0.04165088012814522,0.0,0.0,0.01989006996154785,0.01939251646399498,0.005534572526812553,0.005217821802943945,0.04352322593331337,0.09380722045898438,0.06314786523580551,0.0,0.027805393561720848,0.03234328329563141,0.03034454956650734,0.02611863985657692,0.002483131131157279,0.0,0.0,0.0,0.09001435339450836,0.25042039155960083,0.2532396912574768,0.00524135259911418,0.046444207429885864,0.04315711557865143,0.0,0.0,0.0,0.0,0.0,0.0
4,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.033779364079236984,0.0,0.0,0.0,0.0,0.0,0.0,0.03460400551557541,0.04750055447220802,0.0,0.005227854009717703,0.02199472114443779,0.08485447615385056,0.05692092701792717,0.0,0.007347315549850464,0.007857759483158588,0.05057116225361824,0.0488482341170311,0.004931035917252302,0.0,0.020402532070875168,0.030271191149950027,0.006341926287859678,0.006233638618141413,0.011011018417775631,0.0879996120929718,0.019722990691661835,0.004204323515295982,0.017852013930678368,0.0337362140417099,0.06472381204366684,0.06632047891616821,0.0115177221596241,0.010074789635837078,0.0,0.0,0.09806027263402939,0.2795158326625824,0.2835885286331177,0.00833312701433897,0.06882566958665848,0.06914710998535156,0.003345191478729248,0.005760788451880217,0.0,0.0,0.0,0.0
5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.03590511530637741,0.0,0.0,0.0,0.0,0.0,0.0,0.036906033754348755,0.05177316069602966,0.0002027089212788269,0.004794894251972437,0.057346995919942856,0.049776677042245865,0.09073740988969803,0.0,0.0036146969068795443,0.0037132275756448507,0.06763678789138794,0.068584144115448,0.0072475322522223,0.0,0.02446157857775688,0.038417547941207886,0.009423891082406044,0.00990281067788601,0.014450418762862682,0.06913486868143082,0.010184235870838165,0.018306320533156395,0.004210383631289005,0.02141546458005905,0.10989095270633698,0.1157706007361412,0.043746206909418106,0.04363232105970383,6.014514292473905e-05,0.0,0.10316094011068344,0.299701064825058,0.3045715391635895,0.003215078031644225,0.07705298811197281,0.07828549295663834,0.017442576587200165,0.020335137844085693,0.0,0.0,0.0,0.0
6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03692303225398064,0.0,0.0,0.0,0.0,0.0,0.0,0.0381334163248539,0.036182135343551636,0.00279115024022758,0.008279042318463326,0.0,0.0013391084503382444,0.052655864506959915,0.0,0.0,0.0,0.10786457359790802,0.11099548637866974,0.013251297175884247,0.0,0.03121131844818592,0.04930177330970764,0.01580081321299076,0.016771646216511726,0.10085350275039673,0.03433719277381897,0.1110515370965004,0.052157968282699585,0.0,0.020337069407105446,0.1472528874874115,0.15825843811035156,0.0978018268942833,0.10387327522039413,0.000810255529358983,0.0,0.10629471391439438,0.31136760115623474,0.3170006275177002,0.0,0.0600665807723999,0.06523624807596207,0.02454182505607605,0.030160052701830864,0.0,0.0,0.0,0.0
7,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.03653447702527046,0.0,0.0,0.0,0.0,0.0,0.0,0.037834297865629196,0.04761633276939392,0.010394985787570477,0.009986582212150097,0.0,0.0,0.07906036078929901,0.0,0.00021005832240916789,0.0,0.11588940769433975,0.11656638234853745,0.007418385241180658,0.0,0.05986563116312027,0.07023342698812485,0.020873071625828743,0.021547971293330193,0.1972844898700714,0.0,0.33868664503097534,0.09245438128709793,0.007464284542948008,0.02646523527801037,0.14934419095516205,0.15594786405563354,0.15727199614048004,0.1695021092891693,0.0014147512847557664,0.0,0.11296582221984863,0.3193410038948059,0.3259087800979614,0.0,0.04704665020108223,0.05489887669682503,0.04131266474723816,0.04923370108008385,0.0,0.0,0.0,0.0
8,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.036437973380088806,0.0,0.0,0.0,0.0,0.0,0.0,0.03772523254156113,0.023585736751556396,0.011073600500822067,0.01049885805696249,0.0,0.0,0.05837072804570198,0.0,0.0019267238676548004,0.0014780586352571845,0.1088871881365776,0.11010712385177612,0.004610578995198011,0.0,0.045376162976026535,0.05114580690860748,0.019852209836244583,0.020542729645967484,0.21811386942863464,0.0,0.38630756735801697,0.11438627541065216,0.0011233501136302948,0.013908795081079006,0.1313566416501999,0.13742081820964813,0.16806843876838684,0.17864106595516205,0.001730615273118019,0.0,0.11609503626823425,0.3226088285446167,0.3290207087993622,0.0003979595494456589,0.021343791857361794,0.02781270071864128,0.041688598692417145,0.04883096367120743,0.0,0.0,0.0,0.0
9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.037687722593545914,0.0,0.0,0.0,0.0,0.0,0.0,0.038896262645721436,0.024499425664544106,0.011124460957944393,0.008311194367706776,0.09996924549341202,0.06924215704202652,0.03956868499517441,0.07598984241485596,0.00040692617767490447,0.00041382439667358994,0.0994085744023323,0.10210815817117691,0.002845970680937171,0.00028749339981004596,0.01941736601293087,0.022118469700217247,0.016304513439536095,0.01691506616771221,0.16919390857219696,0.0,0.32082927227020264,0.11633089929819107,0.0,0.00290110451169312,0.11326655000448227,0.11832554638385773,0.1547650545835495,0.15927450358867645,0.0015299319056794047,0.0,0.11680352687835693,0.3224492073059082,0.3279295265674591,0.005303878337144852,0.0,0.00233129458501935,0.03109818510711193,0.0350077860057354,0.0,0.0,0.0,0.0
